CtNumero,NU_ProcessoLicitacao,CtVigenciaInicio,CtVigenciaTermino2,Tempo,OrNome,Credor,ObNome,CtValorTotal,Textbox7,CtValorTotal1
0051/2017,31.205.003847.2017,11/08/2017,11/08/2022,60,SUDEMA - 34.0101,09.189.499/0001-00 - COMPANHIA DE PROCESSAMENTO DE DADOS DA PARAÍBA - CODATA,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"887.418,60",4.316 CONTRATOS,"7.765.015.650,79"
0098/2017,31.206.040176.2017,10/08/2017,11/08/2022,60,CAGEPA - 31.0601,08.680.639/0001-77 - UNIMED JOÃO PESSOA COOPERATIVA DE TRABALHO MÉDICO,SERVIÇO DE SAÚDE,"121.112.829,99",4.316 CONTRATOS,"7.765.015.650,79"
0099/2017,31.206.040425.2017,28/07/2017,28/07/2023,72,CAGEPA - 31.0601,03.325.436/0001-49 - MARANATA PRESTADORA DE SERVIÇOS E CONSTRUÇÕES LTDA,SERVIÇO DE LIMPEZA E CONSERVAÇÃO,"44.179.455,10",4.316 CONTRATOS,"7.765.015.650,79"
0106/2017,31.206.026310.2016,07/08/2017,07/08/2023,72,CAGEPA - 31.0601,10.774.803/0001-57 - CONTRATE SERVIÇOS LTDA - EPP,SERVIÇO DE PORTARIA,"9.935.727,85",4.316 CONTRATOS,"7.765.015.650,79"
0263/2017,25.000.802507.2017,31/07/2017,30/07/2022,60,SES - 25.0001,34.028.316/0019-32 - EMPRESA BRASILEIRA DE CORREIOS E TELÉGRAFOS,SERVIÇOS,"192.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0003/2017,21.000.000130.2017,07/07/2017,07/07/2022,60,SETDE - 21.0001,09.366.790/0001-06 - EMPRESA PARAIBANA DE COMUNICAÇÃO SA-EPC,SERVIÇOS,"52.500,00",4.316 CONTRATOS,"7.765.015.650,79"
0005/2017,31.201.000319.2017,18/07/2017,18/07/2023,72,DER - 31.0101,09.189.499/0001-00 - COMPANHIA DE PROCESSAMENTO DE DADOS DA PARAÍBA-CODATA,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"136.800,00",4.316 CONTRATOS,"7.765.015.650,79"
0005/2017,19.000.025184.2016,15/07/2017,19/07/2022,60,PROCON - 09.0301,33.000.118/0001-79 - TELEMAR NORTE LESTE S.A,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"488.258,28",4.316 CONTRATOS,"7.765.015.650,79"
0006/2017,21.000.000034.2017,07/07/2017,07/07/2022,60,SETDE - 21.0001,09.366.790/0001-06 - EMPRESA PARAIBANA DE COMUNICAÇÃO SA-EPC,SERVIÇO ESPECIALIZADO,"168.750,00",4.316 CONTRATOS,"7.765.015.650,79"
0010/2017,19.000.021364.2016,03/07/2017,04/07/2022,60,CODATA - 19.0401,07.424.768/0001-31 - NÓRDICA DISTRIBUIDORA DE SOFTWARE LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"639.396,00",4.316 CONTRATOS,"7.765.015.650,79"
0017/2017,,19/07/2017,18/07/2022,60,SES - 25.0001,08.891.830/0001-68 - PREFEITURA DE SERRA GRANDE,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0018/2017,,05/07/2017,04/07/2022,60,SES - 25.0001,08.940.702/0001-67 - PREFEITURA MUNICIPAL DE BOA VENTURA,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0018/2017,19.000.006762.2016,05/07/2017,04/07/2023,72,SEFAZ - 20.0001,01.645.738/0021-12 - INDRA BRASIL SOLUÇÕES E SERVIÇOS TECNOLÓGICOS LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"4.799.640,00",4.316 CONTRATOS,"7.765.015.650,79"
0027/2017,,19/07/2017,18/07/2022,60,SES - 25.0001,01.612.941/0001-49 - PREFEITURA MUNICIPAL DE MARIZÓPOLIS,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0028/2017,,19/07/2017,18/07/2022,60,SES - 25.0001,08.888.950/0001-06 - PREFEITURA MUNICIPAL DE JURU,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0029/2017,19.000.021043.2016,20/07/2017,19/07/2022,60,SEAD - 19.0001,07.400.977/0001-45 - MARIA ELIETE DE LIMA - ME,RECUPERAÇÃO E MANUTENÇÃO  DE EQUIP. DE INFORMÁTICA,"959.941,20",4.316 CONTRATOS,"7.765.015.650,79"
0030/2017,,20/07/2017,19/07/2022,60,SES - 25.0001,08.742.439/0001-00 - PREFEITURA MUNICIPAL DE SÃO SEBASTIÃO DE LAGOA DE ROÇA,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0033/2017,,13/07/2017,12/07/2022,60,SES - 25.0001,08.894.859/0001-01 - PREFEITURA MUNICIPAL DE BAIA DA TRAIÇÃO,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0036/2017,,19/07/2017,18/07/2022,60,SES - 25.0001,08.868.937/0001-95 - SERRA REDONDA,CONCESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0038/2017,,24/07/2017,23/07/2022,60,SES - 25.0001,08.923.997/0001-63 - PREFEITURA MUNICIPAL DE CACHOEIRA DOS ÍNDIOS,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0041/2017,,05/07/2017,04/07/2022,60,SES - 25.0001,08.997.611/0001-68 - PREFEITURA MUNICIPAL DE LAGOA SECA,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0047/2017,,20/07/2017,19/07/2022,60,SES - 25.0001,08.884.066/0001-01 - PREFEITURA MUNICIPAL DE VÁRZEA,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0050/2017,19.000.018513.2016,10/07/2017,10/07/2023,72,SUDEMA - 34.0101,16.670.085/0001-55 - LOCALIZA RENT A CAR S/A,LOCAÇÃO DE VEÍCULOS,"3.702.648,67",4.316 CONTRATOS,"7.765.015.650,79"
0094/2017,19.000.024399.2016,19/07/2017,16/07/2023,72,DETRAN - 26.0101,42.123.091/0001-00 - INTERPRINT LTDA,OUTROS SERVIÇOS ESPECIALIZADOS,"75.163.839,84",4.316 CONTRATOS,"7.765.015.650,79"
0095/2017,31.206.039831.2017,11/07/2017,11/07/2023,72,CAGEPA - 31.0601,35.330.125/0001-64 - SÁ LEITÃO  AUDITORES S/S,SERVIÇO ESPECIALIZADO,"1.956.388,68",4.316 CONTRATOS,"7.765.015.650,79"
0001/2017,21.901.000031.2017,22/06/2017,25/06/2022,60,EMPREENDER - 77.0001,09.189.499/0001-00 - COMPANHIA DE PROCESSAMENTO DE DADOS DA PARAIBA - CODATA,SERVIÇO ESPECIALIZADO,"396.792,12",4.316 CONTRATOS,"7.765.015.650,79"
0003/2017,,01/06/2017,04/06/2022,60,PROCON - 09.0301,33.000.118/0001-79 - TELEMAR NORTE LESTE S.A,FORNECIMENTO E MANUTENÇÃO DE TELEFONIA,"251.713,67",4.316 CONTRATOS,"7.765.015.650,79"
0004/2017,19.000.018513.2016,01/06/2017,01/06/2022,60,CODATA - 19.0401,16.670.085/0001-55 - LOCALIZA RENT A CAR S/A,LOCAÇÃO DE VEÍCULOS,"930.420,72",4.316 CONTRATOS,"7.765.015.650,79"
0005/2017,37.000.000130.2017,16/06/2017,16/06/2022,60,SEPLAG - 37.0001,34.028.316/0019-32 - EMPRESA BRASILEIRA DE CORREIOS E TELÉGRAFOS,SERVIÇO POSTAL E TELEMÁTICO,"15.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0005/2017,19.000.021043.2016,01/06/2017,24/05/2022,59,IASS - 25.5001,07.400.977/0001-45 - MARIA ELIETE DE LIMA - ME (PLANTEK),MANUTENÇÃO E RECUPERAÇÃO,"440.340,00",4.316 CONTRATOS,"7.765.015.650,79"
0006/2017,,01/06/2017,01/06/2022,60,CODATA - 19.0401,02.213.325/0001-88 - PLUGNET COM. E REPRESENTAÇÕES LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"250.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0008/2017,,01/06/2017,01/06/2022,60,CODATA - 19.0401,06.346.446/0001-59 - SITECNET INFORMÁTICA LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"3.381.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0025/2017,,16/06/2017,16/06/2022,60,SES - 25.0001,08.889.826/0001-65 - PREFEITURA MUNICIPAL DE PEDRA BRANCA,TERMO DE CESSÃO DE USO,,4.316 CONTRATOS,"7.765.015.650,79"
0025/2017,,08/06/2017,08/06/2022,60,FUNDAC - 27.0101,06.206.305/0001-30 - ATIVA SYSTEM BRASIL SERVIÇOS DE MONITORAMENTO LTDA,SERVIÇO ESPECIALIZADO,"2.352.240,00",4.316 CONTRATOS,"7.765.015.650,79"
0063/2017,31.206.039527.2017,15/06/2017,15/06/2023,72,CAGEPA - 31.0601,00.604.122/0001-97 - TRIVALE ADMINISTRAÇÃO LTDA,SERVIÇO ESPECIALIZADO NA ÁREA ADMINISTRATIVA,"31.007.403,26",4.316 CONTRATOS,"7.765.015.650,79"
0064/2017,31.206.047416.2017,01/06/2017,02/06/2022,60,CAGEPA - 31.0601,61.600.839/0021-07 - CENTRO DE INTEGRAÇÃO EMPRESA ESCOLA - CIEE,OUTROS SERVIÇOS ESPECIALIZADOS,"4.606.327,18",4.316 CONTRATOS,"7.765.015.650,79"
0071/2017,19.000.014658.2016,01/06/2017,01/12/2107,1086,MFD- 25.0301,06.628.333/0001-46 - FARMACE INDUSTRIA QUÍMICO FARMACÊUTICO,MEDICAMENTOS,"3.500,00",4.316 CONTRATOS,"7.765.015.650,79"
0075/2017,19.000.006778.2016,01/06/2017,01/12/2107,1086,MFD- 25.0301,07.485.803/0001-22 - MACEIÓ MED DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,MATERIAL MÉDICO-HOSPITALAR,"8.065,90",4.316 CONTRATOS,"7.765.015.650,79"
0076/2017,19.000.006778.2016,01/06/2017,01/12/2107,1086,MFD- 25.0301,17.064.456/0001-18 - DAVI FELIPE CORREIA DA SILVA,MATERIAL MÉDICO-HOSPITALAR,"28.740,00",4.316 CONTRATOS,"7.765.015.650,79"
0087/2017,31.206.028683.2017,29/06/2017,29/06/2023,72,CAGEPA - 31.0601,09.502.112/0001-15 - ELENET SERVIÇOS TÉCNICOS LTDA -ME,MANUTENÇÃO E RECUPERAÇÃO,"3.540.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0090/2017,31.206.039818.2017,07/06/2017,07/06/2023,72,CAGEPA - 31.0601,09.377.459/0001-83 - KAIRÓS SEGURANÇA LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE SEGURANÇA,"22.963.047,71",4.316 CONTRATOS,"7.765.015.650,79"
0315/2017,22.204.002717.2017,01/06/2017,31/05/2022,59,UEPB - 35.0401,09.095.183/0001-40 - ENERGISA PARAIBA - DISTRIBUIDORA DE ENERGIA S.A.,FORNECIMENTO E MANUTENÇÃO DE ENERGIA ELÉTRICA,"284.500,00",4.316 CONTRATOS,"7.765.015.650,79"
0317/2017,22.204.002722.2017,01/06/2017,31/05/2022,59,UEPB - 35.0401,08.826.596/0001-95 - ENERGISA BORBOREMA - DISTRIBUIDORA DE ENERGIA S.A.,FORNECIMENTO E MANUTENÇÃO DE ENERGIA ELÉTRICA,"15.600,00",4.316 CONTRATOS,"7.765.015.650,79"
0318/2017,32.131.321313.132132,01/06/2017,31/05/2022,59,UEPB - 35.0401,08.826.596/0001-95 - ENERGISA BORBOREMA - DISTRIBUIDORA DE ENERGIA S.A.,FORNECIMENTO E MANUTENÇÃO DE ENERGIA ELÉTRICA,"43.500,00",4.316 CONTRATOS,"7.765.015.650,79"
0319/2017,22.204.002744.2017,01/06/2017,01/06/2022,60,UEPB - 35.0401,08.826.596/0001-95 - ENERGISA BORBOREMA - DISTRIBUIDORA DE ENERGIA S.A.,FORNECIMENTO E MANUTENÇÃO DE ENERGIA ELÉTRICA,"60.200,00",4.316 CONTRATOS,"7.765.015.650,79"
0005/2017,19.000.018513.2016,16/05/2017,20/05/2022,60,IMEQ - 21.0401,16.670.085/0001-55 - LOCALIZA RENT A CAR S/A,LOCAÇÃO DE VEÍCULOS,"484.130,30",4.316 CONTRATOS,"7.765.015.650,79"
0006/2017,,23/05/2017,23/05/2022,60,SES - 25.0001,01.612.642/0001-04 - PREFEITURA MUNICIPAL DE ZABELE,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0007/2017,,22/05/2017,21/05/2022,60,DETRAN - 26.0101,08.730.095/0001-00 - SECRETARIA DE SEGURANÇA E DEFESA SOCIAL DA PARAÍBA - SEDS,TERMO DE CESSÃO DE USO,,4.316 CONTRATOS,"7.765.015.650,79"
0009/2017,,25/05/2017,24/05/2022,60,SES - 25.0001,08.886.947/0001-53 - PREFEITURA MUNICIPAL DE CURRAL VELHO,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0011/2017,19.000.006763.2016,29/05/2017,28/05/2023,72,SEFAZ - 20.0001,01.645.738/0021-12 - INDRA BRASIL SOLUÇÕES E SERVIÇOS TECNOLÓGICOS LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"13.678.519,68",4.316 CONTRATOS,"7.765.015.650,79"
0016/2017,19.000.006762.2016,29/05/2017,28/05/2022,60,SER - 17.0001,01.645.738/0021-12 - INDRA BRASIL SOLUÇÕES E SERVIÇOS TECNOLÓGICOS S/A,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"18.398.620,00",4.316 CONTRATOS,"7.765.015.650,79"
0016/2017,,16/05/2017,15/05/2032,180,SEAD - 19.0001,10.783.898/0001-75 - INSTITUTO FEDERAL DA PARAÍBA,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0017/2017,19.000.006762.2016,25/05/2017,24/05/2023,72,SEFAZ - 20.0001,03.392.122/0001-69 - BVR NEGÓCIOS E CONSULTORIA LTDA - EPP,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"5.592.366,05",4.316 CONTRATOS,"7.765.015.650,79"
0017/2017,22.208.000152.2016,18/05/2017,18/05/2022,60,FUNAD - 22.0801 ,51.710.358/0001-49 - GN RESOUND PRODUTOS MÉDICOS LTDA,MATERIAL DE USO ESPECÍFICO,"1.171.688,67",4.316 CONTRATOS,"7.765.015.650,79"
0018/2017,22.208.000152.2016,15/05/2017,15/05/2022,60,FUNAD - 22.0801 ,14.011.614/0001-83 - SIVANTOS SOLUÇÕES AUDITIVAS LTDA,MATERIAL DE USO ESPECÍFICO,"1.248.785,80",4.316 CONTRATOS,"7.765.015.650,79"
0019/2017,19.000.025184.2016,22/05/2017,21/05/2023,72,SEAD - 19.0001,76.535.764/0001-43 - OI S.A. - EM RECUPERAÇÃO JUDICIAL,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"116.028.684,64",4.316 CONTRATOS,"7.765.015.650,79"
0020/2017,19.000.018513.2016,31/05/2017,26/05/2023,72,SUPLAN - 31.0201,16.670.085/0001-55 - LOCALIZA RENT A CAR S/A,LOCAÇÃO DE VEÍCULOS,"1.973.512,02",4.316 CONTRATOS,"7.765.015.650,79"
0020/2017,,17/05/2017,17/05/2022,60,PBGÁS - 34.0401,33.000.118/0001-79 - TELEMAR NORTE E LESTE S/A,OUTROS EVENTOS,"265.234,35",4.316 CONTRATOS,"7.765.015.650,79"
0021/2017,,18/05/2017,18/05/2022,60,SES - 25.0001,08.999.716/0001-56 - PREFEITURA MUNICIPAL DE LASTRO,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0022/2017,34.204.842016.2017,24/05/2017,24/05/2022,60,PBGÁS - 34.0401,33.040.981/0001-50 - AIG SEGUROS BRASIL S.A.,SERVIÇO DE SEGURO,"381.434,16",4.316 CONTRATOS,"7.765.015.650,79"
0032/2017,,23/05/2017,23/05/2022,60,SES - 25.0001,08.739.625/0001-81 - PREFEITURA MUNICIPAL DE NOVA FLORESTA,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0103/2017,19.000.004151.2016,18/05/2017,20/05/2022,60,SEAP - 24.0001,40.954.356/0001-89 - BORBOREMA MUDANÇAS E TRANSPORTES LTDA ME,PASSAGEM/FRETE/PORTE/ARMAZENAGEM E TRANSPORTE,"2.059.200,00",4.316 CONTRATOS,"7.765.015.650,79"
0314/2017,22.204.010376.2017,31/05/2017,30/05/2022,60,UEPB - 35.0401,09.095.183/0001-40 - ENERGISA PARAIBA - DISTRIBUIDORA DE ENERGIA S.A.,FORNECIMENTO E MANUTENÇÃO DE ENERGIA ELÉTRICA,"113.500,00",4.316 CONTRATOS,"7.765.015.650,79"
0320/2017,22.204.002745.2017,01/06/2017,31/05/2022,59,UEPB - 35.0401,08.826.596/0001-95 - ENERGISA BORBOREMA - DISTRIBUIDORA DE ENERGIA S.A.,FORNECIMENTO E MANUTENÇÃO DE ENERGIA ELÉTRICA,"374.200,00",4.316 CONTRATOS,"7.765.015.650,79"
0322/2017,22.204.002716.2017,01/06/2017,31/05/2022,59,UEPB - 35.0401,09.095.183/0001-40 - ENERGISA PARAIBA - DISTRIBUIDORA DE ENERGIA S.A.,FORNECIMENTO E MANUTENÇÃO DE ENERGIA ELÉTRICA,"211.400,00",4.316 CONTRATOS,"7.765.015.650,79"
0001/2017,,17/04/2017,04/01/2022,57,PROCON - 09.0301,40.938.508/0001-50 - MAQ-LAREM MÁQUINAS MÓVEIS E EQUIPAMENTOS LTDA,EQUIPAMENTOS E SOFTWARES DE INFORMÁTICA,"427.200,00",4.316 CONTRATOS,"7.765.015.650,79"
0002/2017,,12/05/2017,12/05/2022,60,IASS - 25.5001,40.938.508/0001-50 - MAQ-LAREM - MÁQUINAS MÓVEIS E EQUIPAMENTOS LTDA.,LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS,"68.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0002/2017,09.102.000007.2017,10/04/2017,14/04/2022,60,VG - 09.0002,09.366.790/0001-06 - EMPRESA PARAIBANA DE COMUNICAÇÃO S/A - EPC,ASSINATURA DE PERIÓDICOS,"7.200,00",4.316 CONTRATOS,"7.765.015.650,79"
0003/2017,,05/04/2017,04/04/2022,60,SEFAZ - 20.0001,40.938.508/0001-50 - MAQ-LAREM MÁQUINAS MÓVEIS E EQUIPAMENTOS LTDA,LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS,"79.200,00",4.316 CONTRATOS,"7.765.015.650,79"
0004/2017,19.000.018513.2016,09/05/2017,08/05/2023,72,CEHAP - 31.0401,16.670.085/0001-55 - LOCALIZA RENT A CAR S/A,LOCAÇÃO DE VEÍCULOS,"1.391.579,95",4.316 CONTRATOS,"7.765.015.650,79"
0008/2017,17.000.119153.2016,01/05/2017,30/04/2023,71,SER - 17.0001,09.502.112/0001-15 - ELENET SERVIÇOS TÉCNICOS LTDA - ME,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"1.404.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0008/2017,,24/04/2017,23/04/2022,60,SES - 25.0001,01.621.539/0001-20 - PREFEITURA MUNICIPAL DE BERNARDINO BATISTA,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0009/2017,,11/04/2017,10/04/2032,180,SEAD - 19.0001,08.778.250/0001-69 - SECRETARIA DE ESTADO DA EDUCAÇÃO,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0010/2017,,09/05/2017,08/05/2022,60,SES - 25.0001,08.883.217/0001-07 - PREFEITURA MUNICIPAL DE SÃO JOSÉ DO SABUGI PB,TERMO DE CESSÃO DE USO,,4.316 CONTRATOS,"7.765.015.650,79"
0010/2017,,19/04/2017,18/04/2027,120,SEAD - 19.0001,09.291.279/0001-84 - CENTRO CULTURAL PIOLLIN,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0011/2017,19.000.012053.2016,10/05/2017,09/05/2023,72,IHGER - 15.0101,05.514.490/0001-68 - RM SERVIÇOS DE REFRIGERAÇÃO EIRELI ME,MANUTENÇÃO E RECUPERAÇÃO,"664.698,00",4.316 CONTRATOS,"7.765.015.650,79"
0013/2017,,17/04/2017,17/04/2022,60,SES - 25.0001,08.787.012/0001-10 - PREFEITURA MUNICIPAL DE DUAS ESTRADAS PB,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0014/2017,,17/04/2017,17/04/2022,60,SES - 25.0001,08.869.489/0001-44 - PREFEITURA MUNICIPAL DE UMBUZEIRO,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0020/2017,,28/04/2017,27/04/2022,60,SES - 25.0001,08.732.182/0001-05 - PREFEITURA MUNICIPAL DE CUBATI,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0024/2017,,03/05/2017,03/05/2022,60,SES - 25.0001,01.612.967/0001-97 - PREFEITURA DE PEDRO REGIS PB,TERMO DE CESSÃO DE USO,,4.316 CONTRATOS,"7.765.015.650,79"
0026/2017,,03/05/2017,03/05/2022,60,SES - 25.0001,01.612.638/0001-46 - PREFEITURA DE CARAÚBAS,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0042/2017,,15/05/2017,17/05/2023,72,SEAP - 24.0001,40.938.508/0001-50 - MAQ LAREM MÁQUINAS MÓVEIS E EQUIPAMENTOS LTDA,LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS,"2.083.225,92",4.316 CONTRATOS,"7.765.015.650,79"
0045/2017,19.000.012053.2016,10/05/2017,12/05/2022,60,CPAM - 25.0601,05.514.490/0001-68 - RM SERVIÇOS DE REFRIGERAÇÃO EIRELI-ME,SERVIÇOS,"478.200,00",4.316 CONTRATOS,"7.765.015.650,79"
0050/2017,31.206.024590.2016,02/05/2017,02/05/2023,72,CAGEPA - 31.0601,16.670.085/0001-55 - LOCALIZA RENT A CAR S/A,LOCAÇÃO DE VEÍCULO UTILITÁRIO,"2.794.433,50",4.316 CONTRATOS,"7.765.015.650,79"
0305/2017,22.204.010165.2017,20/04/2017,20/04/2027,120,UEPB - 35.0401,47.010.566/0001-68 - TECNAL IND. COM. IMPORT. E EXPORT. DE EQUIPAMENTOS PARA LAB LTDA,SERVIÇO ESPECIALIZADO,"0,01",4.316 CONTRATOS,"7.765.015.650,79"
0001/2017,19.000.018513.2016,03/04/2017,03/04/2022,60,IASS - 25.5001,16.670.085/0001-55 - LOCALIZA RENT A CAR S/A,LOCAÇÃO DE VEÍCULOS,"147.072,64",4.316 CONTRATOS,"7.765.015.650,79"
0001/2017,19.204.000156.2017,22/03/2017,21/03/2022,60,CODATA - 19.0401,07.594.862/0001-39 - SOFTWARE AG BRASIL INFORMÁTICA E SERVIÇOS LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"12.625.455,78",4.316 CONTRATOS,"7.765.015.650,79"
0001/2017,32.000.000157.2016,23/02/2017,24/02/2022,60,SEPLAG - 37.0001,24.320.865/0001-01 - BENIT SERVIÇOS DE MÃO DE OBRA EIRELI-ME,SERVIÇO DE LIMPEZA E CONSERVAÇÃO,"1.338.155,90",4.316 CONTRATOS,"7.765.015.650,79"
0001/2017,,10/02/2017,13/02/2022,60,CINEP - 21.0101,03.506.307/0001-57 - EMPRESA BRASILEIRA DE TECNOLOGIA E ADMINISTRAÇÃO DE CONVENIOS HAAG S.A,SERVIÇOS,"360.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0001/2017,,03/02/2017,05/02/2022,60,PGEP - 13.0001,40.938.508/0001-50 - MAQ-LAREM MÁQUINAS MÓVEIS E EQUIPAMENTOS LTDA,LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS,"135.840,00",4.316 CONTRATOS,"7.765.015.650,79"
0001/2017,,30/01/2017,30/01/2022,60,SES - 25.0001,01.612.471/0001-13 - PREEFITURA MUNICIPAL DE SOBRADO,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0003/2017,,06/02/2017,06/02/2022,60,SES - 25.0001,08.872.459/0001-97 - PREEITURA MUNICIPAL DE OURO VELHO,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0004/2017,,15/02/2017,14/02/2022,60,SES - 25.0001,08.702.862/0001-78 - PREFEITURA MUNICIPAL DE CABACEIRAS,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0005/2017,,09/03/2017,08/03/2022,60,SES - 25.0001,08.740.102/0001-55 - PREFEITURA MUNICIPAL DE OLIVEDOS,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0006/2017,30.000.018016.2017,05/04/2017,04/04/2022,60,SEAD - 19.0001,14.111.040/0001-15 - CLAREON ELEVADORES PB LTDA,SERVIÇO ESPECIALIZADO,"378.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0007/2017,34.204.092017.2017,30/01/2017,30/01/2022,60,PBGÁS - 34.0401,00.437.311/0001-12 - PORTENTO CONSTRUÇÕES LTDA,LOCAÇÃO DE VEÍCULOS,"744.666,88",4.316 CONTRATOS,"7.765.015.650,79"
0011/2017,34.204.1462016.2016,20/02/2017,19/02/2022,60,PBGÁS - 34.0401,22.148.707/0001-82 - SPEEDMAIS SOLUÇÕES LTDA - EPP,OUTROS EVENTOS,"881.592,72",4.316 CONTRATOS,"7.765.015.650,79"
0012/2017,34.204.1822016.2017,28/02/2017,27/02/2022,60,PBGÁS - 34.0401,374.100.754-49 - DILENE MARQUES DE ALBUQUERQUE,LOCAÇÃO DE IMÓVEL URBANO,"114.600,00",4.316 CONTRATOS,"7.765.015.650,79"
0013/2016,21.901.000295.2016,04/01/2017,08/01/2023,72,EMPREENDER - 77.0001,02.389.614/0001-32 - LOGON SERVICOS E COMERCIO LTDA - EPP,SERVIÇO ESPECIALIZADO,"781.200,00",4.316 CONTRATOS,"7.765.015.650,79"
0015/2016,22.208.000065.2015,16/12/2016,16/12/2022,72,FUNAD - 22.0801 ,19.069.415/0001-40 - PARAÍBA SERVIÇOS DE LIMPEZA E CONSERVAÇÃO EIRELI - ME,SERVIÇO DE LIMPEZA E CONSERVAÇÃO,"4.041.902,07",4.316 CONTRATOS,"7.765.015.650,79"
